,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee
1809,Andrey Eshchenko,Right-Back,28,Loko Moscow,Premier Liga,Anzhi,Premier Liga,2012-2013,1200000.0,4000000
1810,Sadio Mané,Left Winger,20,FC Metz,Championnat National,RB Salzburg,Bundesliga,2012-2013,500000.0,4000000
1811,Arouna Koné,Centre-Forward,28,Levante UD,LaLiga,Wigan,Premier League,2012-2013,7000000.0,3800000
1812,Ron Vlaar,Centre-Back,27,Feyenoord,Eredivisie,Aston Villa,Premier League,2012-2013,6000000.0,3800000
1813,Bakary Sako,Left Winger,24,Saint-Étienne,Ligue 1,Wolves,Championship,2012-2013,5000000.0,3800000
1814,Nicola Leali,Goalkeeper,19,Brescia,Serie B,Juventus,Serie A,2012-2013,3500000.0,3800000
1815,Leon Best,Centre-Forward,25,Newcastle,Premier League,Blackburn,Championship,2012-2013,3000000.0,3800000
1816,Adrian Mariappa,Centre-Back,25,Watford,Championship,Reading,Premier League,2012-2013,2000000.0,3800000
1817,Jack Butland,Goalkeeper,19,Birmingham,Championship,Stoke City,Premier League,2012-2013,1000000.0,3800000
1818,Alexis Rolín,Centre-Back,23,Nacional,Primera División,Catania,Serie A,2012-2013,900000.0,3800000
1819,Maicon,Right-Back,31,Inter,Serie A,Man City,Premier League,2012-2013,14500000.0,3750000
1820,Junior Hoilett,Left Winger,22,Blackburn,Championship,QPR,Premier League,2012-2013,9000000.0,3750000
1821,Hasan Ali Kaldirim,Left-Back,22,Kayserispor,Süper Lig,Fenerbahce,Süper Lig,2012-2013,4000000.0,3750000
1822,Michael Bradley,Central Midfield,24,Chievo Verona,Serie A,AS Roma,Serie A,2012-2013,3500000.0,3750000
1823,Matthew Lowton,Right-Back,23,Sheffield Utd.,League One,Aston Villa,Premier League,2012-2013,3500000.0,3750000
1824,Josef,Defensive Midfield,23,FC Porto,Liga NOS,Grêmio,Série A,2012-2013,2500000.0,3750000
1825,João Pereira,Right-Back,28,Sporting CP,Liga NOS,Valencia CF,LaLiga,2012-2013,10500000.0,3700000
1826,Ante Vukusic,Centre-Forward,21,Hajduk Split,1.HNL,Pescara,Serie A,2012-2013,5000000.0,3700000
1827,Jirès Kembo-Ekoko,Left Winger,24,Stade Rennais,Ligue 1,Al-Ain FC,UAE Gulf League,2012-2013,4000000.0,3700000
1828,Jonathas,Centre-Forward,23,Brescia,Serie B,Pescara,Serie A,2012-2013,2000000.0,3700000
1829,Luís Neto,Centre-Back,24,Nacional,Liga NOS,Siena,Serie A,2012-2013,3000000.0,3650000
1830,Andrea Rossi,Left-Back,25,Siena,Serie A,Parma,Serie A,2012-2013,300000.0,3600000
1831,Barreto,Second Striker,27,Udinese Calcio,Serie A,Torino,Serie A,2012-2013,2000000.0,3550000
1832,Nigel de Jong,Defensive Midfield,27,Man City,Premier League,AC Milan,Serie A,2012-2013,13000000.0,3500000
1833,Emiliano Insúa,Left-Back,24,Sporting CP,Liga NOS,Atlético Madrid,LaLiga,2012-2013,10000000.0,3500000
1834,Sokratis,Centre-Back,24,Genoa,Serie A,Werder Bremen,1.Bundesliga,2012-2013,10000000.0,3500000
1835,Diego López,Goalkeeper,30,Villarreal CF,LaLiga2,Sevilla FC,LaLiga,2012-2013,8000000.0,3500000
1836,Zvjezdan Misimovic,Attacking Midfield,30,Dinamo Moscow,Premier Liga,BJ Renhe,Super League,2012-2013,6500000.0,3500000
1837,Fernando Gago,Defensive Midfield,26,Real Madrid,LaLiga,Valencia CF,LaLiga,2012-2013,6500000.0,3500000
1838,Anthony Mounier,Left Winger,24,OGC Nice,Ligue 1,Montpellier,Ligue 1,2012-2013,6000000.0,3500000
1839,Paolo Guerrero,Centre-Forward,28,Hamburger SV,1.Bundesliga,Corinthians,Série A,2012-2013,6000000.0,3500000
1840,Artjoms Rudnevs,Centre-Forward,24,Lech Poznan,Ekstraklasa,Hamburger SV,1.Bundesliga,2012-2013,5500000.0,3500000
1841,Hamit Altintop,Central Midfield,29,Real Madrid,LaLiga,Galatasaray,Süper Lig,2012-2013,5000000.0,3500000
1842,Mattia Cassani,Right-Back,28,US Palermo,Serie A,Fiorentina,Serie A,2012-2013,4500000.0,3500000
1843,Marquinho,Left Midfield,26,Fluminense,Série A,AS Roma,Serie A,2012-2013,4500000.0,3500000
1844,Éder,Second Striker,25,RC Cesena,Serie B,Sampdoria,Serie A,2012-2013,4000000.0,3500000
1845,Razak Boukari,Right Winger,25,Stade Rennais,Ligue 1,Wolves,Championship,2012-2013,3500000.0,3500000
1846,Gareth Bale,Right Winger,24,Spurs,Premier League,Real Madrid,LaLiga,2013-2014,65000000.0,101000000
1847,Neymar,Left Winger,21,Santos FC,Série A,FC Barcelona,LaLiga,2013-2014,50000000.0,88200000
1848,Edinson Cavani,Centre-Forward,26,SSC Napoli,Serie A,Paris SG,Ligue 1,2013-2014,55000000.0,64500000
1849,Mesut Özil,Attacking Midfield,24,Real Madrid,LaLiga,Arsenal,Premier League,2013-2014,40000000.0,47000000
1850,James Rodríguez,Attacking Midfield,21,FC Porto,Liga NOS,Monaco,Ligue 1,2013-2014,23000000.0,45000000
1851,Juan Mata,Attacking Midfield,25,Chelsea,Premier League,Man Utd,Premier League,2013-2014,38000000.0,44730000
1852,Falcao,Centre-Forward,27,Atlético Madrid,LaLiga,Monaco,Ligue 1,2013-2014,60000000.0,43000000
1853,Fernandinho,Defensive Midfield,28,Shakhtar D.,Premier Liga,Man City,Premier League,2013-2014,32000000.0,40000000
1854,Gonzalo Higuaín,Centre-Forward,25,Real Madrid,LaLiga,SSC Napoli,Serie A,2013-2014,30000000.0,39000000
1855,Mario Götze,Attacking Midfield,21,Bor. Dortmund,1.Bundesliga,Bayern Munich ,1.Bundesliga,2013-2014,45000000.0,37000000
1856,Willian,Right Winger,25,Anzhi,Premier Liga,Chelsea,Premier League,2013-2014,30000000.0,35500000
1857,Marouane Fellaini,Central Midfield,25,Everton,Premier League,Man Utd,Premier League,2013-2014,28000000.0,32400000
1858,Asier Illarramendi,Defensive Midfield,23,Real Sociedad,LaLiga,Real Madrid,LaLiga,2013-2014,12000000.0,32000000
1859,Marquinhos,Centre-Back,19,AS Roma,Serie A,Paris SG,Ligue 1,2013-2014,15000000.0,31400000
1860,Roberto Soldado,Centre-Forward,28,Valencia CF,LaLiga,Spurs,Premier League,2013-2014,28000000.0,30000000
1861,Isco,Attacking Midfield,21,Málaga CF,LaLiga,Real Madrid,LaLiga,2013-2014,25000000.0,30000000
1862,Érik Lamela,Right Winger,21,AS Roma,Serie A,Spurs,Premier League,2013-2014,23000000.0,30000000
1863,Henrikh Mkhitaryan,Attacking Midfield,24,Shakhtar D.,Premier Liga,Bor. Dortmund,1.Bundesliga,2013-2014,22000000.0,27500000
1864,Stevan Jovetic,Centre-Forward,23,Fiorentina,Serie A,Man City,Premier League,2013-2014,28000000.0,26000000
1865,João Moutinho,Central Midfield,26,FC Porto,Liga NOS,Monaco,Ligue 1,2013-2014,30000000.0,25000000
1866,Nemanja Matic,Defensive Midfield,25,Benfica,Liga NOS,Chelsea,Premier League,2013-2014,27000000.0,25000000
1867,Thiago,Central Midfield,22,FC Barcelona,LaLiga,Bayern Munich ,1.Bundesliga,2013-2014,22000000.0,25000000
1868,Álvaro Negredo,Centre-Forward,27,Sevilla FC,LaLiga,Man City,Premier League,2013-2014,20000000.0,25000000
1869,Yohan Cabaye,Central Midfield,28,Newcastle,Premier League,Paris SG,Ligue 1,2013-2014,20000000.0,25000000
1870,Bernard,Left Winger,20,Atlético-MG,Série A,Shakhtar D.,Premier Liga,2013-2014,10000000.0,25000000
1871,André Schürrle,Left Winger,22,Bay. Leverkusen,1.Bundesliga,Chelsea,Premier League,2013-2014,25000000.0,22000000
1872,Kevin De Bruyne,Attacking Midfield,22,Chelsea,Premier League,VfL Wolfsburg,1.Bundesliga,2013-2014,15000000.0,22000000
1873,Jesús Navas,Right Winger,27,Sevilla FC,LaLiga,Man City,Premier League,2013-2014,20000000.0,20000000
1874,Juan Cuadrado,Right Winger,25,Udinese Calcio,Serie A,Fiorentina,Serie A,2013-2014,15000000.0,20000000
1875,Geoffrey Kondogbia,Central Midfield,20,Sevilla FC,LaLiga,Monaco,Ligue 1,2013-2014,15000000.0,20000000
1876,Paulinho,Central Midfield,24,Corinthians,Série A,Spurs,Premier League,2013-2014,12000000.0,19730000
1877,Aleksandr Kokorin,Centre-Forward,22,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,15000000.0,19000000
1878,Mamadou Sakho,Centre-Back,23,Paris SG,Ligue 1,Liverpool,Premier League,2013-2014,15000000.0,19000000
1879,Aleksandr Kokorin,Centre-Forward,22,Dinamo Moscow,Premier Liga,Anzhi,Premier Liga,2013-2014,12000000.0,19000000
1880,Hernanes,Attacking Midfield,28,Lazio,Serie A,Inter,Serie A,2013-2014,22000000.0,18000000
1881,José Salomón Rondón,Centre-Forward,24,Rubin Kazan,Premier Liga,Zenit S-Pb,Premier Liga,2013-2014,11000000.0,18000000
1882,Kevin Strootman,Central Midfield,23,PSV Eindhoven,Eredivisie,AS Roma,Serie A,2013-2014,13000000.0,17500000
1883,Andy Carroll,Centre-Forward,24,Liverpool,Premier League,West Ham,Premier League,2013-2014,11000000.0,17500000
1884,Mohamed Salah,Right Winger,21,FC Basel,Super League,Chelsea,Premier League,2013-2014,8500000.0,16500000
1885,Luiz Gustavo,Defensive Midfield,26,Bayern Munich ,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2013-2014,18000000.0,16000000
1886,Wilfried Bony,Centre-Forward,24,Vitesse,Eredivisie,Swansea,Premier League,2013-2014,12000000.0,16000000
1887,Mario Gómez,Centre-Forward,28,Bayern Munich ,1.Bundesliga,Fiorentina,Serie A,2013-2014,28000000.0,15500000
1888,James McCarthy,Central Midfield,22,Wigan,Championship,Everton,Premier League,2013-2014,7500000.0,15300000
1889,Konstantinos Mitroglou,Centre-Forward,25,Olympiacos,Super League,Fulham,Premier League,2013-2014,7200000.0,15200000
1890,Daniel Osvaldo,Centre-Forward,27,AS Roma,Serie A,Southampton,Premier League,2013-2014,17000000.0,15100000
1891,Igor Denisov,Defensive Midfield,29,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,16000000.0,15000000
1892,Igor Denisov,Defensive Midfield,29,Zenit S-Pb,Premier Liga,Anzhi,Premier Liga,2013-2014,16000000.0,15000000
1893,Moubarak Boussoufa,Attacking Midfield,29,Anzhi,Premier Liga,Loko Moscow,Premier Liga,2013-2014,14000000.0,15000000
1894,Angelo Ogbonna,Centre-Back,25,Torino,Serie A,Juventus,Serie A,2013-2014,12000000.0,15000000
1895,Lucas Digne,Left-Back,20,LOSC Lille,Ligue 1,Paris SG,Ligue 1,2013-2014,10000000.0,15000000
1896,Fred,Central Midfield,20,Internacional,Série A,Shakhtar D.,Premier Liga,2013-2014,5000000.0,15000000
1897,Kurt Zouma,Centre-Back,19,Saint-Étienne,Ligue 1,Chelsea,Premier League,2013-2014,7500000.0,14600000
1898,Victor Wanyama,Defensive Midfield,22,Celtic,Premiership,Southampton,Premier League,2013-2014,5000000.0,14500000
1899,Pizzi,Central Midfield,23,Atlético Madrid,LaLiga,Benfica,Liga NOS,2013-2014,6000000.0,14000000
1900,Christian Eriksen,Attacking Midfield,21,AFC Ajax,Eredivisie,Spurs,Premier League,2013-2014,18000000.0,13500000
1901,Medhi Benatia,Centre-Back,26,Udinese Calcio,Serie A,AS Roma,Serie A,2013-2014,13000000.0,13500000
1902,Leandro Damião,Centre-Forward,24,Internacional,Série A,Santos FC,Série A,2013-2014,22000000.0,13000000
1903,Pierre-Emerick Aubameyang,Centre-Forward,24,Saint-Étienne,Ligue 1,Bor. Dortmund,1.Bundesliga,2013-2014,15000000.0,13000000
1904,Emmanuel Emenike,Centre-Forward,26,Spartak Moscow,Premier Liga,Fenerbahce,Süper Lig,2013-2014,12000000.0,13000000
1905,Mauro Icardi,Centre-Forward,20,Sampdoria,Serie A,Inter,Serie A,2013-2014,12000000.0,13000000
1906,Gary Medel,Defensive Midfield,26,Sevilla FC,LaLiga,Cardiff,Premier League,2013-2014,10000000.0,13000000
1907,Bojan Krkic,Second Striker,22,AS Roma,Serie A,FC Barcelona,LaLiga,2013-2014,8000000.0,13000000
1908,Bruma,Left Winger,18,Sporting CP,Liga NOS,Galatasaray,Süper Lig,2013-2014,2500000.0,13000000
1909,Lassana Diarra,Defensive Midfield,28,Anzhi,Premier Liga,Loko Moscow,Premier Liga,2013-2014,14000000.0,12000000
1910,Vágner Love,Centre-Forward,29,CSKA Moscow,Premier Liga,SD Luneng,Super League,2013-2014,12000000.0,12000000
1911,Adem Ljajic,Attacking Midfield,21,Fiorentina,Serie A,AS Roma,Serie A,2013-2014,12000000.0,12000000
1912,Raúl Albiol,Centre-Back,27,Real Madrid,LaLiga,SSC Napoli,Serie A,2013-2014,8000000.0,12000000
1913,Florian Thauvin,Right Winger,20,LOSC Lille,Ligue 1,Marseille,Ligue 1,2013-2014,6000000.0,12000000
1914,Christian Benítez,Centre-Forward,27,América,Liga MX Clausura,El-Jaish,Stars League,2013-2014,8000000.0,11700000
1915,Christopher Samba,Centre-Back,29,QPR,Championship,Anzhi,Premier Liga,2013-2014,11000000.0,11600000
1916,Manolo Gabbiadini,Centre-Forward,21,Juventus,Serie A,Sampdoria,Serie A,2013-2014,7000000.0,11500000
1917,Étienne Capoue,Defensive Midfield,25,Toulouse,Ligue 1,Spurs,Premier League,2013-2014,13000000.0,11000000
1918,Alessandro Matri,Centre-Forward,29,Juventus,Serie A,AC Milan,Serie A,2013-2014,11000000.0,11000000
1919,Yuri Zhirkov,Left Midfield,30,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,11000000.0,11000000
1920,Dieumerci Mbokani,Centre-Forward,27,RSC Anderlecht,Jupiler Pro League,Dynamo Kyiv,Premier Liga,2013-2014,10000000.0,11000000
1921,Fernando,Defensive Midfield,21,Grêmio,Série A,Shakhtar D.,Premier Liga,2013-2014,10000000.0,11000000
1922,Héctor Herrera,Central Midfield,23,CF Pachuca,Liga MX Clausura,FC Porto,Liga NOS,2013-2014,6000000.0,11000000
1923,Iago Aspas,Right Winger,25,Celta de Vigo,LaLiga,Liverpool,Premier League,2013-2014,9000000.0,10800000
1924,Simon Mignolet,Goalkeeper,25,Sunderland,Premier League,Liverpool,Premier League,2013-2014,5500000.0,10600000
1925,Lacina Traoré,Centre-Forward,23,Anzhi,Premier Liga,Monaco,Ligue 1,2013-2014,16000000.0,10000000
1926,Kevin-Prince Boateng,Central Midfield,26,AC Milan,Serie A,FC Schalke 04,1.Bundesliga,2013-2014,15000000.0,10000000
1927,Younès Belhanda,Attacking Midfield,23,Montpellier,Ligue 1,Dynamo Kyiv,Premier Liga,2013-2014,14000000.0,10000000
1928,Heung-min Son,Left Winger,20,Hamburger SV,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2013-2014,14000000.0,10000000
1929,Christopher Samba,Centre-Back,29,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,11000000.0,10000000
1930,Ricky van Wolfswinkel,Centre-Forward,24,Sporting CP,Liga NOS,Norwich,Premier League,2013-2014,10500000.0,10000000
1931,Carlos Bacca,Centre-Forward,26,Club Brugge,Jupiler Pro League,Sevilla FC,LaLiga,2013-2014,8000000.0,10000000
1932,Juan Quintero,Attacking Midfield,20,Pescara,Serie B,FC Porto,Liga NOS,2013-2014,7000000.0,10000000
1933,Lazar Markovic,Right Winger,19,Partizan,SuperLiga,Benfica,Liga NOS,2013-2014,7000000.0,10000000
1934,Dejan Lovren,Centre-Back,24,Olympique Lyon,Ligue 1,Southampton,Premier League,2013-2014,7000000.0,10000000
1935,Josuha Guilavogui,Defensive Midfield,22,Saint-Étienne,Ligue 1,Atlético Madrid,LaLiga,2013-2014,6500000.0,10000000
1936,Jozy Altidore,Centre-Forward,23,AZ Alkmaar,Eredivisie,Sunderland,Premier League,2013-2014,5000000.0,10000000
1937,Simone Zaza,Centre-Forward,22,Juventus,Serie A,Sassuolo,Serie A,2013-2014,4500000.0,10000000
1938,Sokratis,Centre-Back,25,Werder Bremen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2013-2014,10000000.0,9900000
1939,Yahia Al-Shehri,Right Winger,23,Al-Ettifaq,Professional League,Nasr,Professional League,2013-2014,600000.0,9800000
1940,Andrea Poli,Central Midfield,23,Sampdoria,Serie A,AC Milan,Serie A,2013-2014,8000000.0,9700000
1941,José Callejón,Right Winger,26,Real Madrid,LaLiga,SSC Napoli,Serie A,2013-2014,10000000.0,9500000
1942,Jorginho,Defensive Midfield,22,Hellas Verona,Serie A,SSC Napoli,Serie A,2013-2014,10000000.0,9500000
1943,Vlad Chiriches,Centre-Back,23,FCS Bucharest,Liga 1,Spurs,Premier League,2013-2014,8000000.0,9500000
1944,Vitinho,Second Striker,19,Botafogo,Série A,CSKA Moscow,Premier Liga,2013-2014,3000000.0,9500000
1945,Dries Mertens,Centre-Forward,26,PSV Eindhoven,Eredivisie,SSC Napoli,Serie A,2013-2014,13000000.0,9480000
1946,Marco van Ginkel,Central Midfield,20,Vitesse,Eredivisie,Chelsea,Premier League,2013-2014,8000000.0,9400000
1947,Steven Caulker,Centre-Back,21,Spurs,Premier League,Cardiff,Premier League,2013-2014,8000000.0,9150000
1948,Carlos Tévez,Second Striker,29,Man City,Premier League,Juventus,Serie A,2013-2014,27000000.0,9000000
1949,Josip Ilicic,Attacking Midfield,25,US Palermo,Serie B,Fiorentina,Serie A,2013-2014,9500000.0,9000000
1950,Jeremain Lens,Right Winger,25,PSV Eindhoven,Eredivisie,Dynamo Kyiv,Premier Liga,2013-2014,9000000.0,9000000
1951,Wellington Nem,Attacking Midfield,21,Fluminense,Série A,Shakhtar D.,Premier Liga,2013-2014,8000000.0,9000000
1952,Aleksandar Dragovic,Centre-Back,22,FC Basel,Super League,Dynamo Kyiv,Premier Liga,2013-2014,7000000.0,9000000
1953,Dimitri Payet,Attacking Midfield,26,LOSC Lille,Ligue 1,Marseille,Ligue 1,2013-2014,15000000.0,8700000
1954,Andreas Cornelius,Centre-Forward,20,FC Copenhagen,Superligaen,Cardiff,Premier League,2013-2014,4500000.0,8700000
1955,Roberto,Goalkeeper,27,Real Zaragoza,LaLiga2,Benfica,Liga NOS,2013-2014,4000000.0,8600000
1956,Abdelaziz Barrada,Attacking Midfield,24,Getafe CF,LaLiga,Al-Jazira,UAE Gulf League,2013-2014,8000000.0,8500000
1957,Shane Long,Centre-Forward,27,West Brom,Premier League,Hull City,Premier League,2013-2014,5500000.0,8500000
1958,Lucas Biglia,Defensive Midfield,27,RSC Anderlecht,Jupiler Pro League,Lazio,Serie A,2013-2014,8000000.0,8400000
1959,Antonio Candreva,Right Winger,26,Udinese Calcio,Serie A,Lazio,Serie A,2013-2014,10000000.0,8200000
1960,Nacer Chadli,Left Winger,23,FC Twente,Eredivisie,Spurs,Premier League,2013-2014,9000000.0,8150000
1961,Beñat Etxebarria,Central Midfield,26,Real Betis,LaLiga,Athletic Bilbao,LaLiga,2013-2014,12000000.0,8000000
1962,Cristian Ansaldi,Left-Back,26,Rubin Kazan,Premier Liga,Zenit S-Pb,Premier Liga,2013-2014,10000000.0,8000000
1963,Gervinho,Left Winger,26,Arsenal,Premier League,AS Roma,Serie A,2013-2014,10000000.0,8000000
1964,Adam Maher,Attacking Midfield,19,AZ Alkmaar,Eredivisie,PSV Eindhoven,Eredivisie,2013-2014,9000000.0,8000000
1965,Denis Glushakov,Central Midfield,26,Loko Moscow,Premier Liga,Spartak Moscow,Premier Liga,2013-2014,9000000.0,8000000
1966,Filip Djuricic,Attacking Midfield,21,Heerenveen,Eredivisie,Benfica,Liga NOS,2013-2014,7000000.0,8000000
1967,Ádám Szalai,Centre-Forward,25,1.FSV Mainz 05,1.Bundesliga,FC Schalke 04,1.Bundesliga,2013-2014,7000000.0,8000000
1968,Aras Özbiliz,Right Winger,23,Kuban Krasnodar,Premier Liga,Spartak Moscow,Premier Liga,2013-2014,6500000.0,8000000
1969,Nilmar,Centre-Forward,29,Al Rayyan,Stars League,El-Jaish,Stars League,2013-2014,5000000.0,8000000
1970,Dorlan Pabón,Second Striker,25,Monterrey,Liga MX Clausura,Valencia CF,LaLiga,2013-2014,5000000.0,8000000
1971,Luis Alberto,Attacking Midfield,20,Sevilla FC,LaLiga,Liverpool,Premier League,2013-2014,5000000.0,8000000
1972,Nikica Jelavic,Centre-Forward,28,Everton,Premier League,Hull City,Premier League,2013-2014,6500000.0,7800000
1973,Duvier Riascos,Centre-Forward,27,Club Tijuana,Liga MX Clausura,CF Pachuca,Liga MX Clausura,2013-2014,4000000.0,7600000
1974,Kévin Gameiro,Centre-Forward,26,Paris SG,Ligue 1,Sevilla FC,LaLiga,2013-2014,10000000.0,7500000
1975,Alessandro Diamanti,Second Striker,30,Bologna,Serie A,GZ Evergrande,Super League,2013-2014,8000000.0,7500000
1976,Emanuele Giaccherini,Left Winger,28,Juventus,Serie A,Sunderland,Premier League,2013-2014,7500000.0,7500000
1977,Felipe Anderson,Right Winger,20,Santos FC,Série A,Lazio,Serie A,2013-2014,6000000.0,7500000
1978,Saphir Taider,Central Midfield,21,Bologna,Serie A,Inter,Serie A,2013-2014,5000000.0,7500000
1979,Wálter Montillo,Attacking Midfield,29,Santos FC,Série A,SD Luneng,Super League,2013-2014,4000000.0,7500000
1980,Giannelli Imbula,Defensive Midfield,20,Guingamp,Ligue 1,Marseille,Ligue 1,2013-2014,3000000.0,7500000
1981,Tiago Ilori,Centre-Back,20,Sporting CP,Liga NOS,Liverpool,Premier League,2013-2014,1500000.0,7500000
1982,Duván Zapata,Centre-Forward,22,Estudiantes,Torneo Final,SSC Napoli,Serie A,2013-2014,3000000.0,7470000
1983,Michael Bradley,Central Midfield,26,AS Roma,Serie A,Toronto FC,MLS,2013-2014,6500000.0,7400000
1984,Jermain Defoe,Centre-Forward,31,Spurs,Premier League,Toronto FC,MLS,2013-2014,6000000.0,7300000
1985,Alper Potuk,Attacking Midfield,22,Eskisehirspor,Süper Lig,Fenerbahce,Süper Lig,2013-2014,6500000.0,7250000
1986,Lisandro López,Centre-Forward,30,Olympique Lyon,Ligue 1,Al Gharafa,Stars League,2013-2014,8500000.0,7200000
1987,Papu Gómez,Second Striker,25,Catania,Serie A,Metalist,Premier Liga,2013-2014,11000000.0,7000000
1988,Toby Alderweireld,Centre-Back,24,AFC Ajax,Eredivisie,Atlético Madrid,LaLiga,2013-2014,10000000.0,7000000
1989,Stéphane Sessègnon,Attacking Midfield,29,Sunderland,Premier League,West Brom,Premier League,2013-2014,9000000.0,7000000
1990,Felipe Caicedo,Centre-Forward,25,Loko Moscow,Premier Liga,Al-Jazira,UAE Gulf League,2013-2014,8000000.0,7000000
1991,Diego Reyes,Centre-Back,20,América,Liga MX Clausura,FC Porto,Liga NOS,2013-2014,7000000.0,7000000
1992,Leo Baptistão,Centre-Forward,20,Rayo Vallecano,LaLiga,Atlético Madrid,LaLiga,2013-2014,7000000.0,7000000
1993,Vladimir Gabulov,Goalkeeper,29,Anzhi,Premier Liga,Dinamo Moscow,Premier Liga,2013-2014,6500000.0,7000000
1994,Facundo Ferreyra,Centre-Forward,22,Vélez Sarsfield,Torneo Final,Shakhtar D.,Premier Liga,2013-2014,6000000.0,7000000
1995,Arouna Koné,Centre-Forward,29,Wigan,Championship,Everton,Premier League,2013-2014,5000000.0,7000000
1996,Oleg Shatov,Central Midfield,23,Anzhi,Premier Liga,Zenit S-Pb,Premier Liga,2013-2014,5000000.0,7000000
1997,Clint Dempsey,Second Striker,30,Spurs,Premier League,Sounders FC	,MLS,2013-2014,10000000.0,6800000
1998,Daniel Carvajal,Right-Back,21,Bay. Leverkusen,1.Bundesliga,Real Madrid,LaLiga,2013-2014,10000000.0,6500000
1999,Benoît Trémoulinas,Left-Back,27,G. Bordeaux,Ligue 1,Dynamo Kyiv,Premier Liga,2013-2014,9500000.0,6500000
2000,Tino Costa,Central Midfield,28,Valencia CF,LaLiga,Spartak Moscow,Premier Liga,2013-2014,7000000.0,6500000
2001,Libor Kozak,Centre-Forward,24,Lazio,Serie A,Aston Villa,Premier League,2013-2014,3800000.0,6500000
2002,Diego Souza,Attacking Midfield,28,Cruzeiro,Série A,Metalist,Premier Liga,2013-2014,3500000.0,6500000
